id;recipe_id;step_number;step_description
2016;466;3;Dans une bowl, ajoutez le cresson, le choux rouge haché, les radis coupés en rondelles, les carottes épluchées puis taillées à l'aide d'un econome et enfin le poisson, de façon harmonieuse.
2017;466;4;Ajoutez dessus la sauce avec un peu de graines de sésame et dégustez aussitôt.
2018;466;5;Cette recette est bien sûr à réaliser avec des légumes de saison. Alors n'hésitez pas à varier les plaisirs.
2019;467;1;Lavez vos légumes et taillez en batônnets les concombres et carottes. Reservez. Hachez le chou rouge en filaments. Reservez.Faites cuire les vermicelles de riz et égouettez-les. Reservez.Écossez, décortiquez et faites cuire avec de l'huile d'olive vos fèves fraîches. Reservez.
2020;467;2;Passez la feuille de riz sous l'eau jusqu'à ce qu'elle soit souple et disposez-les sur un torchon humide. Au centre disposez le chou rouge, les concombres, carottes, vermicelles, fèves et cacahuètes. 
2021;467;3;Repliez les bords à droite et à gauche, puis roulez le rouleau de printemps en serrant bien pour qu'il se tienne à la dégustation.Réalisez cette opération jusqu'à épuisement des feuilles de riz, saupoudrez d'un peu de sésame si vous le souhaitez et réalisez la sauce.
2022;467;4;Dans un récipient versez le beurre de cacahuètes, la crème, le jus de citron, le sel et l'eau. Fouettez la sauce jusqu'à ce qu'elle soit homogène et mettez le tout au frais jusqu'à dégustation.
2023;467;5;Réalisez cette recette en fonction de la saison surtout. Vous pourez ainsi en fonction, ajouter de la bettarave, des courgettes, des poivrons, des tomates, des crevettes, noix de cajou et encore bien d'autres.Enfin je prépare toujours plus de sauce à l'avance que je verse dans un bocal. J'utilise alors celle-ci pour toutes mes salades.
2024;468;1;Lavez et coupez en tranches les aubergines. Disposez-les sur la plaque de cuisson de cuisson du four chemisée avec du papier sulfurisé et versez dessus un peu d'huile d'olive et de sel. Enfournez à 200°C pendant 7 minutes. Dans le mixeur versez les tomates entières pelées avec le sucre, un peu de sel, le basilic et la gousse d'ail épluchée et pressée. 
2025;468;2;Mixez rapidement et versez cette sauce tomate sur les aubergines grillées. Ajoutez sur le dessus des morceaux de mozzarella, des olives et quelques éclats de noix. Ensuite enfourner de nouveaux à la même température pendant 8-10 minutes et dégustez aussitôt avec un peu d'herbes fraîches du jardin si vous en avez. 
2026;468;3;Il est possible de remplacer:-l'aubergine par de la courgette-la mozzarella par de la Feta, fromage de chèvre, du bleu..
2027;469;1;Commencez par laver et couper l'orange en tranches puis en petits quartiers. Réservez. Versez dans les assiettes la mache lavée et essorée. Ensuite ajoutez les radis coupés en petite rondelles avec les oignons épluchés et émincés et enfin les dés de fêta.
2028;469;2;Faites cuire les asperges à l'anglaise, pour cela coupez leur pied et versez-les 8 minutes dans de l'eau bouillante puis égouttez-les et ajoutez-les dans les assiettes.
2029;469;3;Pour les fèves, écossez-les et décortiquez-les avant de les cuire avec un peu d'huile d'olive. Puis ajoutez-les dans la salade.
2030;469;4;Enfin pour la sauce, mélangez simplement le jus d'orange pressée avec l'huile d'olive, le jus de citron et un peu de sel. Mélangez. Servez aussitôt avec quelques graines de sésame.
2031;469;5;Réalisez bien sûr cette salade avec des ingrédients de saison. Cela peut également être: du pamplemousse, des herbes fraîches, des tomates cerises, des olives, du poivron rouge, des pois chiches, quelques graines etc.
2032;470;1;Décortiquez les fèves et faites-les poêler avec un peu d'huile d'olive et du sel. Ensuite versez-les dans le mixeur avec un peu de crème de soja pour obtenir une crème homogène. 
2033;470;2;Versez dans le fond des verrines du fromage de chèvre, ensuite réalisez la panna cotta.  Pour cela versez dans une casserole le reste de crème de soja et la fromage blanc. Faites chauffer sur feu doux.
2034;470;3;Versez les fèves et ajoutez ensuite les différents épices avec le jus de citron. Mélangez. N'hésitez pas à goûter entre chaque ajout surtout, c'est ce qui va donner le goût à cette panna cotta.
2035;470;4;Fouettez bien la préparation, puis une fois que celle-ci est chaude (et non bouillante) versez l'agar-agar et fouettez vivement pendant 3 minutes pour être sûr que celui-ci est bien incorporé. 
2036;470;5;Versez la panna cotta dans les verrines. Mettez-les au frais minimum 1h.
2037;470;6;Avant de servir, hachez grossièrement la charcuterie et les amandes. Faites-les revenir dans une poêle jusqu'à ce que la pancetta soit croustillante et versez-la sur le dessus des verrines, puis dégustez aussitot.
2038;470;7;Il est possible de remplacer:-le fromage de chèvre par du bleu ou du Roquefort-la crème et le fromage peuvent être remplacées par tout ou partie de crème de soja ou de crème liquide ou fleurette.-la pancetta par du bacon
2039;471;1;Coupez les champignons en morceaux et faites de même avec le bacon. Faites revenir ces ingrédients avec un peu d'huile d'olive.  Une fois cuits, ajoutez la crème. Assaisonnez en sel, estragon, persil et origan, puis mélangez.
2040;471;2;Coupez le rond de pâte feuilletée en 8 parts égales et placez la garniture au centre. Puis repliez les bords côtés extérieur en humidiant la pâte. Repliez la pointe sur ceux-ci.
2041;471;3;Par dessus badigeonnez du beurre clarifié fondu et saupoudrez généreusement de fromage râpé. Ensuite enfournez à 200°C pendant 15 minutes. Dégustez aussitôt.
2042;471;4;Laissez libre court à votre imagination pour la garniture: légume, viande, poisson...
2043;472;1;Épluchez et émincez les oignons, puis versez-les dans une casserole avec du beurre clarifié. Mélangez et faites-cuire les oignons jusqu'à ce qu'ils soient blanchit.
2044;472;2;Ajoutez ensuite la farine et mélangez. Versez l'eau puis le bouillon, mélangez et laissez mijoter celui-ci pendant 20 minutes.
2045;472;3;Préchauffez le four à 200°C. 
2046;472;4;Sur la palque du four, disposez des tranches de pain avec de l'huile d'olive dessus et de la fleur de sel. Et versez des tas de pecorino rapez en forme de rond. 
2047;472;5;Enfournez les tuiles 3 minutes, decollez-les délicatement et disposez-les sur un rouleau à patisserie pour qu'elles prennent la forme, en refroidissant.
2048;472;6;Remettez la plaque au four, et sortez les croûtons 7 minutes plus tard. Servez aussitôt la soupe avec un croûton et une tuile et reservez.
2049;472;7;Il est possible de réaliser ces tuiles avec d'autres fromages comme du parmesan, Beaufort, Comté..
2050;473;1;Mixez les flocons d'avoine et versez-les dans une assiette creuse avec le paprika, le cumin et les herbes de Provence selon vos goûts.
2051;473;2;Dans une autre assiette, versez l'oeuf battu avec la gousse d'ail pressée, mélangez.Coupez le chou-fleur en bouquets et trempez chacun d'eux dans l'oeuf puis dans l'avoine et disposez-les sur la plaque du four.
2052;473;3;Enfournez le chou-fleur à 210°C pendant 30 min et les 5 dernières minutes, ajoutez un peu d'huile d'olive dessus pour les faire dorer.
2053;473;4;Pendant ce temps faites fondre le fromage dans la crème et versez cette préparation dans une petite coupelle. Trempez les bouquets de chou-fleur dedans et régalez-vous.
2054;473;5;Il est possible de remplacer les choux-fleurs par des batonnets de carottes, pommes de terre, patate douce, courgette..
2055;474;1;Faites cuire vos bouquets de chou-fleur à la vapeur jusqu'à ce qu'ils soient fondants. Ensuite mixez-les avec du parmesan. Réservez.
2056;474;2;Pressez la gousse d'ail épluchée et versez-la dans un ramequin avec de l'huile d'olive. Coupez vos tranches de pain, et versez ce mélange dessus. Faites cuire vos tranches de pain au four à 210°C pendant 5-7 minutes.
2057;474;3;Versez la crème de chou-fleur sur les tranches de pain grillées. Puis faites poêler les champignons coupés en morceaux et assaisonnez avec un peu de sel et de persil. 
2058;474;4;Disposez les champignons sur la crème de chou-fleur et ajoutez enfin des morceaux de saumon simplement cuits à la poêle avec un peu d'huile d'olive. Servez aussitôt.
2059;474;5;"Le saumon peut-être remplacé par des petites aiguillettes de poulet ou canard; mais aussi par des lamelles de tempeh ou tofu."
2060;475;1;Versez dans un grand récipient la farine et ajoutez ensuite l'eau bouillante. Mélangez dans un premier temps avec une cuillère en bois, puis petrissez la pate à la main. Elle doit etre bien souple, homogène et lisse. Ajoutez l'huile d'olive et finissez le petrissage.Réservez la pate pendant 30 minutes le temps de réaliser la farce. Filmez celle-ci si besoin pour eviter la formation d'une croute.
2061;475;2;Décortiquez les crevettes. Puis ajoutez la moitié dans un mixeur et pour l'autre partie, coupez-la en petits morceaux avec un couteau.
2062;475;3;Épluchez et émincez l'oignon que vous ajouterez ensuite dans le mixeur. Versez le sucre et le lait de coco également. Mixez rapidement et ajoutez les épices selon vos gouts.
2063;475;4;Ajoutez ensuite les morceaux de crevettes et mélangez sans mixer.
2064;475;5;Saupoudrez de farine votre plan de travail et réalisez un grand boudin de pate de 45 cm. Coupez 15 patons de 3cm. Abaissez vos patons en rond de pate de 8cm ø. Les bords doivent etre très fin et le centre plus épais.
2065;475;6;"Au milieu ajoutez une bonne c. à café de farce et repliez le ravioli.Pour le pliage je me suis aidé du pliage ""pour débutant"" que j'ai trouvé sur cette vidéo."
2066;475;7;Disposez les raviolis sur le panier vapeur du cuiseur vapeur ou cocotte, chemisé de papier de cuisson. Puis lancez 15 minutes de cuisson.
2067;475;8;Dans une poele versez le ghee (beurre clarifié) et le sucre complet. Faites-les fondre pour obtenir un caramel et disposez la base du ravioli dessus. Une fois caramelisés, disposez-les sur un plat de service et dégustez-les tels quels ou avec de la sauce soja. 
2068;475;9;Il est également possible de plier ces raviolis en forme de bouchée avec un pliage au centre comme un petit ballotin.
2069;476;1;Lavez les tomates cerises et coupez-les en 6. Versez-les dans une poele avec du beurre clarifié et les feuilles de sauge finement hachées. Faites mijoter les tomates et ajoutez le jus de citron avec une pincée de sel. Mélangez et laissez cuire jusqu'à obtenir une compotée de tomate.
2070;476;2;Versez la crème choisie avec le lait d'avoine et le fromage frais (chèvre, Roquefort ou Feta). Fouettez et faites mijoter à feu doux cette préparation jusqu'à ce que le fromage soit bien fondu et la préparation homogène. Assaisonnez selon vos gouts avec le fenouil et le sel. Fouettez.
2071;476;3;Ajoutez l'agar-agar et fouettez la préparation pendant 3 minutes.
2072;476;4;Versez la compotée de tomate au fond de 4 verrines, par dessus ajoutez la crème au fromage frais. Laissez refroidir et mettez au frais pendant 2-3h maximum.
2073;477;1;Lavez les tomates cerises et coupez-les en 4. Versez-les dans une poele avec l'oignon épluché et émincé ainsi qu'un filet d'huile d'olive.
2074;477;2;Faites chauffer à feu doux, ensuite ajoutez les gousses d'ail épluchées et pressées et assaisonnez selon vos gouts avec du gros sel. Mélangez et laissez cuire quelques minutes jusqu'à obtenir une compotée de tomates.Ajoutez les feuilles de basilic lavées et hachées. Mélangez.
2075;477;3;Huilez le fond de vos 4 ramequins, ensuite versez à parts égales vos tomates. Émiettez par dessus la Feta et ajoutez ensuite les noisettes hachées au couteau.
2076;477;4;Ajoutez ensuite un oeuf au dessus par ramequin. Ajoutez un peu d'eau au fond de la cocotte de base et disposez vos ramequins dedans. Aidez-vous de la grille pour les superposer si besoin. 
2077;477;5;Refermez la cocotte et faites cuire pendant 15 minutes position maxi haut et bas. Laissez ensuite refroidir 10 minutes avant d'ouvrir la cocotte et dégustez.
2078;477;6;Il est possible de remplacer la feta par du fromage de chèvre ou du Roquefort.
2079;478;1;Lavez et coupez les poivrons en deux. Enelvez les pépins et la chair blanche. Mettez-les sur la plaque du four chemisé et enfournez à 180°C pendant 10 min.Pendant ce temps versez les lentilles et flocons de quinoa dans de l'eau bouillante. Faites-les cuire jusqu'à ce qu'ils soient fondants.Épluchez et émincez l'oignon, faites-le revenir avec de l'huile d'olive sur une poele à feu doux et ajoutez les lentilles et quinoa cuits.Ajoutez ensuite pendant la cuisson, la gousse d'ail épluchée et pressée, les tranche de bacon coupées, le jus de citron et le parmesan. Mélangez.Versez ensuite la préparation dans les poivrons. Enfournez à 180°C de nouveau pendant 15min.
2080;478;2;Il est également possible de faire plus simple en ajoutant du chèvre frais dans les poivrons avec du pesto maison et des éclats d'amande.
2081;479;1;Lavez vos légumes. Coupez les extrémités des courgettes et coupez des tagliatelles à l'aide d'un économe. Réservez.Ensuite coupez les extrémités des carottes et betteraves, épluchez-les et rapez-les à l'aide d'un robot de façon séparé. 
